ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
4002817424,2014,2014/09/01 04:00:00+00,147,EGLINTON AVE E,MARKHAM RD,Major Arterial,Scarborough,2024,43.742972,-79.219852,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,17,Non-Fatal
142879736,2014,2014/09/10 04:00:00+00,620,OKEEFE LANE,DUNDAS SQ,Laneway,Toronto and East York,13,43.655387,-79.379863,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,14,Non-Fatal
142937129,2014,2014/09/18 04:00:00+00,2001,ST CLAIR AVE W,DEER PARK CRES,Major Arterial,Toronto and East York,12,43.687525,-79.396793,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
142962876,2014,2014/09/22 04:00:00+00,2059,KING ST W,CLOSE AVE,Major Arterial,Toronto and East York,4,43.63745,-79.434711,Intersection,Intersection Related,Pedestrian Crossover,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
143015764,2014,2014/09/30 04:00:00+00,1608,ST CLAIR AVE W,KEELE ST,Major Arterial,Etobicoke York,5,43.672331,-79.468509,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
143022510,2014,2014/10/01 04:00:00+00,1620,35 IRWIN RD,Non-Fatal,Local,Etobicoke York,1,43.725997,-79.55511,Mid-Block,Intersection Related,No Control,Clear,Daylight,Wet,Fatal,SMV Other,Motorcycle Driver,13,Fatal
4003073382,2014,2014/10/09 04:00:00+00,1410,WARDEN AVE,MARBLE ARCH CRES,Major Arterial,Scarborough,21,43.735335,-79.290637,Intersection,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,52,Non-Fatal
4003074555,2014,2014/10/09 04:00:00+00,1745,KING ST W,JAMESON AVE,Major Arterial,Toronto and East York,4,43.637053,-79.436572,Mid-Block,Intersection Related,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Passenger,37,Non-Fatal
143084786,2014,2014/10/11 04:00:00+00,1024,LAWRENCE AVE W,ALLEN X N LAWRENCE RAMP,Major Arterial,North York,8,43.716307,-79.443202,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
143117140,2014,2014/10/16 04:00:00+00,1927,VICTORIA PARK AVE,EGLINTON AVE E,Major Arterial,North York,1621,43.725833,-79.303104,Mid-Block,Intersection Related,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,3,Non-Fatal
4003192512,2014,2014/10/28 04:00:00+00,1515,VICTORIA PARK AVE,O CONNOR DR,Major Arterial,North York,1620,43.723372,-79.302089,Intersection,Intersection Related,Traffic Signal,Other,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,26,Non-Fatal
143234908,2014,2014/11/04 05:00:00+00,807,ORTON PARK RD,SLAN AVE,Minor Arterial,Scarborough,24,43.777968,-79.211902,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,75,Fatal
143250160,2014,2014/11/06 05:00:00+00,1254,MIDLAND AVE,GILDER DR,Major Arterial,Scarborough,21,43.736033,-79.258769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Non-Fatal
4003257164,2014,2014/11/07 05:00:00+00,1247,DON MILLS RD,FRESHMEADOW DR,Major Arterial,North York,17,43.809378,-79.359485,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Non-Fatal
4003267619,2014,2014/11/09 05:00:00+00,559,KIPLING AVE,WESTHUMBER BLVD,Major Arterial,Etobicoke York,1,43.728129,-79.574641,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
143335677,2014,2014/11/20 05:00:00+00,1245,2440 DUNDAS ST W,DUNDAS ST E,Minor Arterial,Toronto and East York,4,43.658259,-79.452983,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
143339762,2014,2014/11/21 05:00:00+00,600,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,7,43.758048,-79.513431,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,82,Non-Fatal
143357519,2014,2014/11/24 05:00:00+00,350,DON VALLEY PARKWAY  N,LEASIDE BDGE,Major Arterial,Toronto and East York,14,43.697508,-79.349437,Mid-Block,Intersection Related,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
143362651,2014,2014/11/24 05:00:00+00,1800,ELLESMERE RD,MILITARY TRL,Major Arterial,Scarborough,24,43.779742,-79.217136,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
143380193,2014,2014/11/27 05:00:00+00,1420,549 COLLEGE ST,DUNDAS ST E,Major Arterial,Toronto and East York,11,43.655574,-79.412013,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,35,Fatal
143440580,2014,2014/12/07 05:00:00+00,944,KENNEDY RD,RANSTONE GDNS,Major Arterial,Scarborough,21,43.742171,-79.272052,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,19,Fatal
143471771,2014,2014/12/12 05:00:00+00,1320,SHEPPARD AVE E,404 N SHEPPARD W RAMP,Major Arterial,North York,17,43.77582,-79.337749,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Passenger,48,Fatal
143474139,2014,2014/12/12 05:00:00+00,1840,COXWELL AVE,COSBURN AVE,Minor Arterial,Toronto and East York,1419,43.694125,-79.328006,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
143507481,2014,2014/12/18 05:00:00+00,843,6030 BATHURST ST,Non-Fatal,Major Arterial,North York,618,43.788577,-79.446666,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,27,Fatal
4003516677,2014,2014/12/19 05:00:00+00,1740,FINCH AVE E,NEILSON RD,Minor Arterial,Scarborough,2325,43.816252,-79.227596,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,10,Non-Fatal
4003563376,2014,2014/12/28 05:00:00+00,1809,SHEPPARD AVE E,BRIDLEWOOD BLVD,Major Arterial,Scarborough,22,43.777014,-79.315486,Intersection,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
100,2015,2015/01/11 05:00:00+00,353,477 BROADVIEW AVE,DUNDAS ST E,Minor Arterial,Toronto and East York,14,43.669097,-79.352985,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
150,2015,2015/01/25 05:00:00+00,756,COLLEGE ST,BROCK AVE,Minor Arterial,Toronto and East York,9,43.651801,-79.436343,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2015,2015/01/28 05:00:00+00,617,1792 BIRCHMOUNT RD,Non-Fatal,Major Arterial,Scarborough,21,43.765433,-79.291316,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,50,Fatal
Non-Fatal,2015,2015/02/05 05:00:00+00,1701,750 DANFORTH RD,Non-Fatal,Major Arterial,Scarborough,20,43.720404,-79.257442,Mid-Block,Intersection Related,No Control,Clear,Daylight,Slush,Non-Fatal,Turning Movement,Passenger,53,Non-Fatal
Non-Fatal,2015,2015/02/13 05:00:00+00,1516,ROYAL YORK RD,MANITOBA ST,Minor Arterial,Etobicoke York,3,43.621562,-79.500606,Intersection,Intersection Related,No Control,Other,Daylight,Other,Fatal,Other,Passenger,75,Fatal
Non-Fatal,2015,2015/02/16 05:00:00+00,644,KENNEDY RD,MCNICOLL AVE,Major Arterial,Scarborough,22,43.812129,-79.301936,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Fatal,Pedestrian Collisions,Pedestrian,17,Fatal
200,2017,2017/08/25 04:00:00+00,1130,DUNDAS ST W,GLADSTONE AVE,Minor Arterial,Toronto and East York,9,43.649501,-79.428958,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,52,Non-Fatal
250,2015,2015/02/18 05:00:00+00,104,SHERBOURNE ST,DUNDAS ST E,Minor Arterial,Toronto and East York,13,43.65774,-79.370799,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,37,Non-Fatal
Non-Fatal,2015,2015/03/04 05:00:00+00,1639,FINCH AVE E,MARKHAM RD,Major Arterial,Scarborough,23,43.81296,-79.243068,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
Non-Fatal,2015,2015/03/04 05:00:00+00,1935,MILLWICK DR,PLUNKETT RD,Minor Arterial,Etobicoke York,7,43.760417,-79.570071,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,45,Non-Fatal
300,2015,2015/03/10 04:00:00+00,645,452 MORTIMER AVE,DUNDAS ST E,Minor Arterial,Toronto and East York,14,43.689231,-79.332736,Intersection,Intersection Related,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2015,2015/03/19 04:00:00+00,1645,6212 YONGE ST,Non-Fatal,Major Arterial,North York,18,43.794638,-79.4192,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
10,2015,2015/03/20 04:00:00+00,58,262 TORRENS AVE,DUNDAS ST E,Local,Toronto and East York,14,43.692526,-79.343501,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
20,2015,2015/03/20 04:00:00+00,2010,ST CLAIR AVE W,ARLINGTON AVE,Major Arterial,Toronto and East York,12,43.681033,-79.428859,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,32,Non-Fatal
Non-Fatal,2015,2015/03/27 04:00:00+00,2053,EGLINTON AVE E,VICTORIA PARK AVE,Major Arterial,North York,162120,43.724711,-79.302638,Intersection,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2015,2015/03/28 04:00:00+00,1240,REINER RD,WILSON HEIGHTS BLVD,Minor Arterial,North York,6,43.74869,-79.454883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,7,Non-Fatal
30,2015,2015/04/01 04:00:00+00,2308,F G GARDINER XY  W,STRACHAN AVE,Major Arterial,Toronto and East York,10,43.637427,-79.41212,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
40,2015,2015/04/04 04:00:00+00,2010,BROADVIEW AVE,GERRARD ST E,Minor Arterial,Toronto and East York,14,43.66582,-79.352763,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2015,2015/04/13 04:00:00+00,1734,WILSON AVE,WILLIAM CRAGG DR,Major Arterial,North York,6,43.722663,-79.499889,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,42,Fatal
50,2015,2015/04/20 04:00:00+00,1405,1159 DUNDAS ST E,DUNDAS ST E,Minor Arterial,Toronto and East York,14,43.664443,-79.34238,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20,Non-Fatal
5,2015,2015/05/07 04:00:00+00,100,ROSEDALE VALLEY RD,BAYVIEW AVE,Minor Arterial,Toronto and East York,1113,43.671626,-79.36584,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
Non-Fatal,2015,2015/05/13 04:00:00+00,2208,DANFORTH RD,BRIMLEY RD,Major Arterial,Scarborough,20,43.735163,-79.247379,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
10,2015,2015/05/16 04:00:00+00,325,BLOOR ST W,INDIAN GRV,Major Arterial,Toronto and East York,4,43.655169,-79.457828,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,48,Non-Fatal
15,2015,2015/05/19 04:00:00+00,823,ROXBOROUGH ST E,WRENTHAM PL,Collector,Toronto and East York,11,43.679423,-79.382312,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2015,2015/05/22 04:00:00+00,822,DON MILLS RD,GREEN BELT DR,Major Arterial,North York,16,43.727645,-79.340846,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Non-Fatal
Non-Fatal,2015,2015/05/27 04:00:00+00,2120,TANGAMO RD,MOFORD CRES,Local,Etobicoke York,2,43.69047,-79.559459,Intersection,Non Intersection,Stop Sign,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,7,Non-Fatal
20,2015,2015/05/31 04:00:00+00,2104,BLOOR ST W,WESTMORELAND AVE,Major Arterial,Toronto and East York,9,43.660933,-79.430408,Intersection,Intersection Related,No Control,Rain,Dusk,Wet,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
Non-Fatal,2015,2015/06/02 04:00:00+00,1233,LAWRENCE AVE E,MCCOWAN RD,Major Arterial,Scarborough,2124,43.755538,-79.245418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,58,Non-Fatal
Non-Fatal,2015,2015/06/11 04:00:00+00,24,FINCH AVE W,TOBERMORY DR,Major Arterial,Etobicoke York,7,43.759272,-79.507922,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,22,Non-Fatal
Non-Fatal,2015,2015/06/11 04:00:00+00,1322,YONGE ST,EMPRESS AVE,Major Arterial,North York,18,43.769263,-79.412891,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2015,2015/06/13 04:00:00+00,300,F G GARDINER XY  W,ROYAL YORK RD,Non-Fatal,Etobicoke York,3,43.622645,-79.502467,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,SMV Other,Driver,32,Fatal
2,2015,2015/06/13 04:00:00+00,2320,AVENUE RD,DAVENPORT RD,Major Arterial,Toronto and East York,11,43.674712,-79.396594,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,85,Non-Fatal
4,2015,2015/06/26 04:00:00+00,2150,2058 DUFFERIN ST,DUNDAS ST E,Major Arterial,Toronto and East York,912,43.686812,-79.446643,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,82,Non-Fatal
Non-Fatal,2015,2015/07/06 04:00:00+00,8,KIPLING AVE,JUTLAND RD,Major Arterial,Etobicoke York,3,43.626292,-79.528835,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2015,2015/07/14 04:00:00+00,2137,BUCKINGHAM AVE,DINNICK CRES,Local,North York,15,43.725703,-79.39442,Intersection,Intersection Related,Stop Sign,Other,Dark,Slush,Non-Fatal,Turning Movement,Passenger,77,Non-Fatal
Non-Fatal,2015,2015/07/26 04:00:00+00,1328,6486 KINGSTON RD,Non-Fatal,Minor Arterial,Scarborough,25,43.792666,-79.155994,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
Non-Fatal,2015,2015/08/04 04:00:00+00,1136,KEELE STREET,MAPLE LEAF DRIVE,Major Arterial,Etobicoke York,5,43.715346,-79.479564,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,52,Fatal
Non-Fatal,2015,2015/08/09 04:00:00+00,2110,MEADOWVALE RD,SHEPPARD AVE E,Collector,Scarborough,25,43.808852,-79.171031,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
Non-Fatal,2015,2015/08/16 04:00:00+00,42,BELLAMY RD N,LAWRENCE AVE E,Major Arterial,Scarborough,2124,43.757712,-79.235263,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,37,Non-Fatal
Non-Fatal,2015,2015/08/16 04:00:00+00,1210,2350 BAYVIEW AVE,Non-Fatal,Major Arterial,North York,15,43.732985,-79.38129,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,63,Fatal
Non-Fatal,2015,2015/08/24 04:00:00+00,1325,STEELES AVE W,TORRESDALE AVE,Major Arterial,North York,6,43.790801,-79.453021,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50,Non-Fatal
Non-Fatal,2015,2015/09/03 04:00:00+00,736,PARK LAWN RD,LAKE SHORE BLVD W,Major Arterial,Etobicoke York,3,43.623171,-79.481792,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,53,Fatal
Non-Fatal,2015,2015/09/05 04:00:00+00,1652,MAXWELL ST,HOVE ST,Local,North York,6,43.76113,-79.448695,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,75,Fatal
6,2015,2015/09/06 04:00:00+00,1034,LAKE SHORE BLVD W,JAMESON AVE,Major Arterial,Toronto and East York,4,43.633349,-79.435138,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,17,Non-Fatal
8,2015,2015/09/18 04:00:00+00,610,QUEEN ST E,HILTZ AVE,Minor Arterial,Toronto and East York,14,43.664164,-79.326206,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Motorcycle Driver,52,Non-Fatal
Non-Fatal,2015,2015/09/20 04:00:00+00,2000,MIDLAND AVE,ELLESMERE RD,Major Arterial,Scarborough,21,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,37,Non-Fatal
10,2015,2015/09/22 04:00:00+00,1751,QUEEN ST E,BERKELEY ST,Major Arterial,Toronto and East York,13,43.655329,-79.365749,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,77,Non-Fatal
12,2015,2015/09/24 04:00:00+00,636,THE QUEENSWAY,GLENDALE AVE,Major Arterial,Toronto and East York,4,43.639189,-79.450557,Mid-Block,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,45,Non-Fatal
Non-Fatal,2015,2015/09/26 04:00:00+00,1,BURNHAMTHORPE RD,427 C N BURNHAMTHORPE RAMP,Major Arterial,Etobicoke York,2,43.645896,-79.561664,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2015,2015/09/30 04:00:00+00,2355,WILSON AVE,MURRAY RD,Major Arterial,North York,6,43.72959,-79.471462,Intersection,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2015,2015/10/03 04:00:00+00,351,BURNHAMTHORPE RD,PRENNAN AVE,Major Arterial,Etobicoke York,2,43.650695,-79.540759,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,82,Fatal
Non-Fatal,2015,2015/10/06 04:00:00+00,621,MORNINGSIDE AVE,SHEPPARD AVE E,Major Arterial,Scarborough,25,43.805159,-79.20087,Mid-Block,Non Intersection,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,32,Non-Fatal
Non-Fatal,2015,2015/10/10 04:00:00+00,1919,ISLINGTON AVE,DEERFOOT RD,Major Arterial,Etobicoke York,2,43.685214,-79.541393,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,18,Fatal
Non-Fatal,2015,2015/10/23 04:00:00+00,1437,KEELE ST,DONALD AVE,Major Arterial,Etobicoke York,5,43.684897,-79.472804,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,7,Non-Fatal
Non-Fatal,2015,2015/11/03 05:00:00+00,1755,HIGHWAY 27  N,VICE REGENT BLVD,Major Arterial,Etobicoke York,1,43.711352,-79.592754,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2015,2015/11/11 05:00:00+00,2004,LAWRENCE AVE W,JANE ST,Major Arterial,Etobicoke York,5,43.702868,-79.503825,Intersection,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
40,2015,2015/11/14 05:00:00+00,825,1996 BATHURST ST,DUNDAS ST E,Major Arterial,Toronto and East York,12,43.699485,-79.424945,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
Non-Fatal,2015,2015/11/18 05:00:00+00,1710,MARKHAM RD,EGLINTON AVE E,Major Arterial,Scarborough,24,43.743716,-79.219142,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,20,Non-Fatal
Non-Fatal,2015,2015/11/24 05:00:00+00,603,MCCOWAN RD,KENHATCH BLVD,Major Arterial,Scarborough,23,43.801421,-79.263774,Intersection,At Intersection,Traffic Signal,Snow,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
Non-Fatal,2015,2015/11/26 05:00:00+00,934,EGLINTON AVE W,ELMSTHORPE AVE,Major Arterial,North York,812,43.704074,-79.410945,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Non-Fatal
Non-Fatal,2015,2015/11/27 05:00:00+00,532,EGLINTON AVE W,BATHURST ST,Major Arterial,North York,812,43.700984,-79.425548,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
Non-Fatal,2015,2015/11/30 05:00:00+00,1715,BATHURST ST,MARMION AVE,Major Arterial,North York,8,43.726615,-79.431415,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2015,2015/12/02 05:00:00+00,1419,LAWRENCE AVE W,BATHURST ST,Major Arterial,North York,8,43.719248,-79.429813,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Non-Fatal
Non-Fatal,2015,2015/12/03 05:00:00+00,2038,KINGSTON RD,FatalIRCROFT BLVD,Major Arterial,Scarborough,20,43.729457,-79.22742,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,7,Non-Fatal
Non-Fatal,2015,2015/12/15 05:00:00+00,1100,JANE ST,SPEERS AVE,Major Arterial,Etobicoke York,5,43.701564,-79.503444,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,32,Fatal
21,2015,2015/12/30 05:00:00+00,2339,DANFORTH AVE,GILLARD AVE,Major Arterial,Toronto and East York,14,43.682341,-79.328265,Intersection,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,58,Non-Fatal
