ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
1670339,2020,2020/09/04 04:00:00+00,551,FINCH AVE W,400 N FINCH E RAMP,Major Arterial,Etobicoke York,7,43.755072,-79.527622,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1673785,2020,2020/09/04 04:00:00+00,1543,BIRCHMOUNT RD,CASS AVE,Major Arterial,Scarborough,22,43.77888,-79.297031,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30,Non-Fatal
1766820,2020,2020/09/17 04:00:00+00,2240,WARDEN AVE,401 C E WARDEN N RAMP,Major Arterial,Scarborough,21,43.769049,-79.303577,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1776003,2020,2020/09/19 04:00:00+00,616,KIPLING AVE,STEVENSON RD,Major Arterial,Etobicoke York,1,43.744391,-79.582729,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60,Non-Fatal
1815972,2020,2020/09/20 04:00:00+00,1812,DUNDAS ST W,DENISON AVE,Major Arterial,Toronto and East York,1110,43.651957,-79.402225,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,72,Non-Fatal
1915138,2020,2020/10/08 04:00:00+00,2330,COLLEGE ST,RUSHOLME PARK CRES,Major Arterial,Toronto and East York,9,43.652789,-79.430248,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1957732,2020,2020/10/15 04:00:00+00,1227,22 ELKHORN DR,Non-Fatal,Local,North York,17,43.770354,-79.381053,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1994232,2020,2020/10/21 04:00:00+00,8,SHEPPARD AVE E,KENNEDY RD,Major Arterial,Scarborough,22,43.782828,-79.289821,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2019769,2020,2020/10/24 04:00:00+00,1621,DUPONT ST,CHRISTIE ST,Major Arterial,Toronto and East York,11,43.671549,-79.421504,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
2092644,2020,2020/11/04 05:00:00+00,1241,CHERRY ST,MILL ST,Collector,Toronto and East York,1013,43.651259,-79.357356,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65,Non-Fatal
2109352,2020,2020/11/06 05:00:00+00,1920,WILLIAM R ALLEN RD N,LAWRENCE AVE W,Expressway,North York,8,43.715041,-79.443568,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2202286,2020,2020/11/20 05:00:00+00,1643,ROYAL YORK RD,JUDSON ST,Minor Arterial,Etobicoke York,3,43.616103,-79.498325,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Cyclist,53,Fatal
2253261,2020,2020/11/28 05:00:00+00,1638,ELLESMERE RD,NEILSON RD,Major Arterial,Scarborough,24,43.782527,-79.204944,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Angle,Driver,56,Fatal
2279200,2020,2020/12/02 05:00:00+00,1829,DUFFERIN ST,SYLVAN AVE,Major Arterial,Toronto and East York,5,43.654608,-79.433322,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,72,Non-Fatal
2298555,2020,2020/12/05 05:00:00+00,1716,2255 MARKHAM RD,Non-Fatal,Major Arterial,Scarborough,3,43.809523,-79.243236,Mid-Block,Non Intersection,No Control,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2332478,2020,2020/12/10 05:00:00+00,2344,MARTIN GROVE RD,GIHON SPRING DR,Minor Arterial,Etobicoke York,2,43.754725,-79.600589,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
2372537,2020,2020/12/17 05:00:00+00,1141,LAWRENCE AVE E,HOWDEN RD,Major Arterial,Scarborough,21,43.746749,-79.287921,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,4,Non-Fatal
2374044,2020,2020/12/17 05:00:00+00,1550,168 CLONMORE DR,Non-Fatal,Minor Arterial,Scarborough,1,43.690203,-79.277072,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
2450003,2020,2020/12/30 05:00:00+00,1721,KENNEDY RD,SHEPPARD AVE E,Major Arterial,Scarborough,4,43.783213,-79.288211,Intersection,Intersection Related,Traffic Signal,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1000002228,2021,2021/01/01 05:00:00+00,1129,KEELE ST,SHEPPARD AVE W,Major Arterial,North York,2,43.744704,-79.486408,Intersection,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,66,Fatal
1000073767,2021,2021/01/12 05:00:00+00,1903,FINCH AVE W,KIPLING AVE,Major Arterial,Etobicoke York,5,43.744063,-79.577297,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1000552546,2021,2021/03/25 04:00:00+00,2300,VICTORIA PARK AVE,SPARKS AVE,Major Arterial,Scarborough,6,43.808455,-79.338275,Mid-Block,At/Near Private Drive,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1000692826,2021,2021/04/15 04:00:00+00,1530,FINCH AVE W,SENTINEL RD,Major Arterial,North York,5,43.760363,-79.502773,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Non-Fatal
1000734326,2021,2021/04/21 04:00:00+00,2305,DUNDAS ST W,AUGUSTA AVE,Major Arterial,Toronto and East York,1110,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1000772458,2021,2021/04/27 04:00:00+00,1510,MAIN ST,DANFORTH AVE,Major Arterial,Toronto and East York,4,43.688071,-79.301791,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,72,Non-Fatal
1000934827,2021,2021/05/20 04:00:00+00,1438,KINGSTON RD,DORSET RD,Major Arterial,Scarborough,20,43.724314,-79.233272,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,65,Non-Fatal
1000938844,2021,2021/05/21 04:00:00+00,325,DUNDAS ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,13,43.658202,-79.371028,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1001013918,2021,2021/05/31 04:00:00+00,2240,DON VALLEY PARKWAY  S,DON MILLS RD,Expressway,North York,3,43.698252,-79.340442,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1001104105,2021,2021/06/13 04:00:00+00,1315,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,Scarborough,2,43.793036,-79.331371,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1001142501,2021,2021/06/18 04:00:00+00,1725,720 ARROW RD,Non-Fatal,Minor Arterial,North York,1,43.747069,-79.529887,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,65,Fatal
69,2016,2016/02/18 05:00:00+00,2230,MACDONELL AVE,LN n QUEEEN E FULLER,Local,Toronto and East York,4,43.640776,-79.438091,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
96,2016,2016/03/04 05:00:00+00,1411,JARVIS ST,QUEEN ST E,Major Arterial,Toronto and East York,13,43.65372,-79.373241,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/03/09 05:00:00+00,1835,STEELES AVE W,ISLINGTON AVE,Major Arterial,Etobicoke York,7,43.764662,-79.573322,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Rear End,Motorcycle Driver,25,Fatal
Non-Fatal,2016,2016/03/14 04:00:00+00,952,DON MILLS RD,FINCH AVE E,Major Arterial,North York,17,43.792651,-79.354724,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Angle,Passenger,55,Fatal
45,2016,2016/03/23 04:00:00+00,2015,KING ST E,PRINCESS ST,Major Arterial,Toronto and East York,13,43.651473,-79.367008,Mid-Block,Intersection Related,No Control,Freezing Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/03/29 04:00:00+00,901,FINCH AVE E,SKYMARK DR,Major Arterial,North York,17,43.793151,-79.352275,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/03/31 04:00:00+00,2146,MARKHAM RD,NASHDENE RD,Major Arterial,Scarborough,23,43.820227,-79.246181,Intersection,Intersection Related,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,58,Fatal
Non-Fatal,2016,2016/04/08 04:00:00+00,902,ST CLEMENTS AVE,CALDOW RD,Local,North York,8,43.708262,-79.42094,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Driver,37,Fatal
Non-Fatal,2016,2016/04/09 04:00:00+00,2111,CUMMER AVE,WILLOWDALE AVE,Minor Arterial,North York,18,43.788653,-79.4099,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Driver,32,Fatal
Non-Fatal,2016,2016/04/10 04:00:00+00,326,JANE ST,SHEPPARD AVE W,Major Arterial,Etobicoke York,76,43.739379,-79.513202,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/04/10 04:00:00+00,326,JANE ST,SHEPPARD AVE W,Major Arterial,Etobicoke York,76,43.739379,-79.513202,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/04/10 04:00:00+00,326,JANE ST,SHEPPARD AVE W,Major Arterial,Etobicoke York,76,43.739379,-79.513202,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/04/22 04:00:00+00,1727,VICTORIA PARK AVE,PATRICK BLVD,Major Arterial,North York,1722,43.777732,-79.324161,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
65,2016,2016/04/23 04:00:00+00,356,JANE ST,HUMBERVIEW RD,Major Arterial,Toronto and East York,4,43.653998,-79.4864,Intersection,Non Intersection,No Control,Other,Dark,Other,Fatal,SMV Other,Passenger,22,Fatal
Non-Fatal,2016,2016/04/25 04:00:00+00,2139,EGLINTON AVE E,BEACHELL ST,Major Arterial,Scarborough,2024,43.742285,-79.222949,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,65,Fatal
Non-Fatal,2016,2016/05/01 04:00:00+00,2033,AVENUE RD,FELBRIGGE AVE,Major Arterial,North York,8,43.734461,-79.419765,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
85,2016,2016/05/03 04:00:00+00,948,3 SPRUCE HILL RD,DUNDAS ST E,Local,Toronto and East York,19,43.672747,-79.288913,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,68,Fatal
Non-Fatal,2016,2016/05/17 04:00:00+00,1414,JANE ST,TROUTBROOKE DR,Major Arterial,Etobicoke York,76,43.731806,-79.511264,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30,Non-Fatal
Non-Fatal,2016,2016/05/24 04:00:00+00,1350,HIGHWAY 27  N,HUMBER COLLEGE BLVD,Major Arterial,Etobicoke York,1,43.727339,-79.600063,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,72,Fatal
Non-Fatal,2016,2016/05/28 04:00:00+00,1800,THE WEST MALL,WESTSIDE DR,Minor Arterial,Etobicoke York,3,43.618773,-79.564426,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,35,Fatal
Non-Fatal,2016,2016/05/30 04:00:00+00,1728,4 EWART AVE,Non-Fatal,Local,Etobicoke York,5,43.688113,-79.467433,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Other,Driver,55,Fatal
Non-Fatal,2016,2016/05/31 04:00:00+00,1441,DON VALLEY PARKWAY  S,LAWRENCE AVE E,Non-Fatal,North York,16,43.738375,-79.332294,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,72,Fatal
Non-Fatal,2016,2016/06/06 04:00:00+00,1435,KENNEDY RD,EGLINTON AVE E,Major Arterial,Scarborough,2120,43.732192,-79.267925,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,66,Fatal
65,2016,2016/06/14 04:00:00+00,1415,BREMNER BLVD,SPADINA AVE,Minor Arterial,Toronto and East York,10,43.640692,-79.392284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35,Non-Fatal
Non-Fatal,2016,2016/06/15 04:00:00+00,37,LAWRENCE AVE E,VALPARAISO AVE,Major Arterial,Scarborough,21,43.755103,-79.247493,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/06/17 04:00:00+00,303,DANFORTH RD,ST CLAIR AVE E,Minor Arterial,Scarborough,20,43.715674,-79.260387,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
45,2016,2016/06/22 04:00:00+00,655,DYNEVOR RD,KIRKNEWTON RD,Local,Toronto and East York,9,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,68,Fatal
58,2016,2016/07/02 04:00:00+00,1812,QUEENS QUAY E,BONNYCASTLE ST,Minor Arterial,Toronto and East York,10,43.645873,-79.363429,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,35,Non-Fatal
Non-Fatal,2016,2016/07/04 04:00:00+00,2055,KIPLING AVE,WESTHUMBER BLVD,Major Arterial,Etobicoke York,1,43.728129,-79.574641,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/07/05 04:00:00+00,1120,ALBION RD,ISLINGTON AVE,Major Arterial,Etobicoke York,1,43.737166,-79.565257,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,25,Non-Fatal
75,2016,2016/07/05 04:00:00+00,1247,740 DUPONT ST,DUNDAS ST E,Major Arterial,Toronto and East York,11,43.671199,-79.423724,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,72,Fatal
Non-Fatal,2016,2016/07/06 04:00:00+00,1831,401 C W MCCOWAN N RAMP RD,MCCOWAN RD,Major Arterial,Scarborough,23,43.783583,-79.255756,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,42,Fatal
Non-Fatal,2016,2016/07/12 04:00:00+00,1710,BIRMINGHAM ST,ELSINORE PATH,Collector,Etobicoke York,3,43.602278,-79.510753,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,57,Fatal
Non-Fatal,2016,2016/07/22 04:00:00+00,1948,ROYAL YORK RD,STRATH HUMBER CRT,Minor Arterial,Etobicoke York,2,43.661376,-79.517581,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
35,2016,2016/07/28 04:00:00+00,1450,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,13,43.656932,-79.364993,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/07/29 04:00:00+00,1825,KINGSTON RD,GUILDCREST DR,Major Arterial,Scarborough,24,43.747851,-79.207637,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,64,Fatal
Non-Fatal,2016,2016/08/05 04:00:00+00,1225,FINCH AVE W,TALBOT RD,Major Arterial,North York,18,43.778243,-79.422359,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Non-Fatal
Non-Fatal,2016,2016/08/05 04:00:00+00,1829,REXDALE BLVD,HUMBERWOOD BLVD,Major Arterial,Etobicoke York,1,43.720599,-79.611308,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,26,Fatal
Non-Fatal,2016,2016/08/14 04:00:00+00,250,STEELES AVE E,REESOR RD,Minor Arterial,Scarborough,25,43.84878,-79.197955,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,22,Fatal
Non-Fatal,2016,2016/08/19 04:00:00+00,904,FINCH AVE E,SKYMARK DR,Major Arterial,North York,17,43.793151,-79.352275,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,81,Non-Fatal
Non-Fatal,2016,2016/08/30 04:00:00+00,630,WARDEN AVE,FINCH AVE E,Major Arterial,Scarborough,22,43.796763,-79.315753,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Passenger,26,Fatal
1004306,2007,2007/11/23 05:00:00+00,1947,ST CLAIR AVE E,BRIMLEY RD,Minor Arterial,Scarborough,20,43.720645,-79.24259,Mid-Block,Intersection Related,No Control,Clear,Dark,Other,Fatal,SMV Unattended Vehicle,Passenger,24,Fatal
53,2016,2016/09/01 04:00:00+00,2230,BAY ST,HARBOUR ST,Major Arterial,Toronto and East York,10,43.642066,-79.377452,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
57,2016,2016/09/05 04:00:00+00,220,MOUNT PLEASANT RD,ROXBOROUGH DR,Major Arterial,Toronto and East York,11,43.680724,-79.382404,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,29,Fatal
1006875,2007,2007/12/05 05:00:00+00,1856,OSSINGTON AVE,CHURCHILL AVE,Minor Arterial,Toronto and East York,911,43.652445,-79.42199,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
Non-Fatal,2016,2016/09/16 04:00:00+00,1242,110 ST REGIS CRES,Non-Fatal,Local,North York,6,43.754729,-79.482974,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1008986,2007,2007/12/15 05:00:00+00,1212,LAWRENCE AVE E,MOSSBANK DR,Major Arterial,Scarborough,24,43.762845,-79.21109,Intersection,Intersection Related,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
51,2016,2016/09/21 04:00:00+00,1735,ST CLAIR AVE W,RUSHTON RD,Major Arterial,Toronto and East York,12,43.681227,-79.427661,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
1011231,2007,2007/12/24 05:00:00+00,2135,FINCH AVE E,ALAMOSA DR,Major Arterial,North York,17,43.789145,-79.37329,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
Non-Fatal,2016,2016/09/29 04:00:00+00,1040,2336 ST CLAIR AVE W,Non-Fatal,Major Arterial,Etobicoke York,5,43.669959,-79.479152,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Fatal,Sideswipe,Driver,72,Fatal
1012986,2008,2008/01/05 05:00:00+00,1826,EGLINTON AVE E,OSWEGO RD,Major Arterial,Scarborough,2120,43.737645,-79.24369,Intersection,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
Non-Fatal,2016,2016/09/30 04:00:00+00,1928,EGLINTON AVE W,CHILTERN HILL RD,Major Arterial,North York,812,43.700667,-79.427036,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,97,Fatal
1012988,2008,2008/01/05 05:00:00+00,1935,SANDWELL DR,THE WESTWAY,Local,Etobicoke York,2,43.684345,-79.56499,Mid-Block,Intersection Related,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1013236,2008,2008/01/07 05:00:00+00,1702,AVENUE RD,CARMICHAEL AVE,Major Arterial,North York,8,43.737545,-79.42059,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1013495,2008,2008/01/08 05:00:00+00,550,REXDALE BLVD,TIDEMORE AVE,Major Arterial,Etobicoke York,1,43.714745,-79.58519,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,29,Fatal
1017137,2008,2008/01/25 05:00:00+00,1823,ROGERS RD,KANE AVE,Minor Arterial,Etobicoke York,59,43.682045,-79.46649,Intersection,Intersection Related,Stop Sign,Clear,Dark,Dry,Fatal,Angle,Driver,77,Fatal
1018347,2008,2008/01/31 05:00:00+00,1440,DON MILLS RD E,GODSTONE RD,Major Arterial,North York,17,43.782745,-79.34909,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,82,Fatal
1019756,2008,2008/02/08 05:00:00+00,1749,WILSON AVE,ALLINGHAM GDNS,Major Arterial,North York,6,43.735545,-79.44269,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,21,Non-Fatal
1023187,2008,2008/02/24 05:00:00+00,2132,BATHURST ST,CARPENTER RD,Major Arterial,North York,618,43.788245,-79.44669,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Passenger,18,Fatal
1027306,2008,2008/02/28 05:00:00+00,1025,BIRCHMOUNT RD,STEELES AVE E,Major Arterial,Scarborough,22,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,64,Fatal
1024623,2008,2008/02/29 05:00:00+00,1530,WESTON RD,STARVIEW LANE,Major Arterial,Etobicoke York,7,43.726445,-79.53559,Intersection,Intersection Related,No Control,Snow,Daylight,Slush,Fatal,Approaching,Passenger,32,Fatal
1024623,2008,2008/02/29 05:00:00+00,1530,WESTON RD,STARVIEW LANE,Major Arterial,Etobicoke York,7,43.726445,-79.53559,Intersection,Intersection Related,No Control,Snow,Daylight,Slush,Fatal,Approaching,Driver,59,Fatal
1026843,2008,2008/03/09 05:00:00+00,920,SCARLETT RD,RICHVIEW RD,Major Arterial,Etobicoke York,2,43.685545,-79.51249,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Packed Snow,Fatal,Turning Movement,Driver,88,Fatal
1028235,2008,2008/03/15 04:00:00+00,1404,MOUNT PLEASANT RD,MOUNT PLEASANT BLOOR RAMP,Major Arterial,Toronto and East York,11,43.672345,-79.37959,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
1033112,2008,2008/04/13 04:00:00+00,244,OSSINGTON AVE,COLLEGE ST,Major Arterial,Toronto and East York,911,43.654345,-79.422687,Intersection,Intersection Related,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,22,Fatal
1035405,2008,2008/04/28 04:00:00+00,1722,REXDALE Boul,QUEENS PLATE Driv,Major Arterial,Etobicoke York,1,43.719145,-79.60349,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1035924,2008,2008/05/01 04:00:00+00,738,ST CLAIR AVE E,JEANETTE ST,Minor Arterial,Scarborough,20,43.719645,-79.24709,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,51,Non-Fatal
1036238,2008,2008/05/03 04:00:00+00,245,HUNTINGDALE BLVD,HEATHERSIDE DR,Collector,Scarborough,22,43.796545,-79.32309,Mid-Block,Intersection Related,No Control,Fog,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1038340,2008,2008/05/13 04:00:00+00,2030,EGLINTON AVE E,CREDIT UNION DR,Major Arterial,North York,16,43.725945,-79.31939,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Passenger,24,Fatal
1038340,2008,2008/05/13 04:00:00+00,2030,EGLINTON AVE E,CREDIT UNION DR,Major Arterial,North York,16,43.725945,-79.31939,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Passenger,18,Fatal
1039584,2008,2008/05/22 04:00:00+00,1310,EGLINTON AVE W,ELMSTHORPE AVE,Major Arterial,North York,812,43.704245,-79.41029,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,58,Fatal
1039861,2008,2008/05/24 04:00:00+00,30,BAYVIEW Aven,BLOOR Ramp,Major Arterial,Toronto and East York,11,43.677146,-79.367893,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Motorcycle Driver,30,Fatal
1040891,2008,2008/05/30 04:00:00+00,746,BAY ST,YORKVILLE AVE,Major Arterial,Toronto and East York,11,43.671345,-79.39019,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
1043273,2008,2008/06/11 04:00:00+00,2010,LAKE SHORE BLVD W,LONG BRANCH AVE,Major Arterial,Etobicoke York,3,43.594345,-79.53399,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1043405,2008,2008/06/14 04:00:00+00,5,3440 PHARMACY AVE,Non-Fatal,Minor Arterial,Scarborough,22,43.807745,-79.33239,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,27,Fatal
